Refseq accession,annotation_file,embedding_file,NCBI taxonomy,Species,Organism source1,Phylum,Class,Oder,Family,Kingdom,Oxygen requirement,Oxygen requirements assignment source (DB/PMID)2,Number of O2-utilizing enzymes ,Enzymes,physiology
GCF_000284355,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000284355.1_ASM28435v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000284355.1_ASM28435v1_protein_embedding.h5,944546,Arcobacter butzleri,added,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Bacteria,Anaerobic,18159241,15,1.1.5.4  1.1.3.15  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.14.5  1.1.3.12  1.3.99.26  1.4.3.5  1.15.1.1,Anaerobe
GCF_000171615,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000171615.1_ASM17161v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000171615.1_ASM17161v1_protein_embedding.h5,441769,Bacillus coahuilensis,original tree,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria,Aerobic,18398195,17,1.13.11.53  1.14.16.1  1.5.3.1  1.1.3.15  1.13.11.47  1.13.11.54  1.10.2.2  1.9.3.1  1.4.3.16  1.4.3.19  1.14.99.44  1.13.11.11  1.14.14.47  1.11.1.6  1.13.11.27  1.13.11.80  1.15.1.1,Aerobe
GCF_000006685,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000006685.1_ASM668v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000006685.1_ASM668v1_protein_embedding.h5,243161,Chlamydia muridarum,original tree,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Bacteria,Aerobic,GOLD,5,1.14.14.51  1.14.14.52  1.14.11.27  1.14.13.7  1.15.1.1,Aerobe
GCF_000192315,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000192315.1_ASM19231v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000192315.1_ASM19231v1_protein_embedding.h5,985081,Helicobacter pylori,added,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Bacteria,Anaerobic,GOLD,9,1.1.5.4  1.1.3.15  1.14.14.51  1.9.3.1  1.14.14.52  1.11.1.6  1.4.3.2  1.4.3.5  1.15.1.1,Anaerobe
GCF_000193205,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000193205.1_ASM19320v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000193205.1_ASM19320v1_protein_embedding.h5,866775,Aerococcus urinae,added,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Bacteria,Anaerobic,PATRIC,7,1.5.3.1  1.2.3.3  1.1.3.21  1.1.99.18  1.13.12.4  1.4.3.4  1.15.1.1,Anaerobe
GCF_000022105,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000022105.1_ASM2210v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000022105.1_ASM2210v1_protein_embedding.h5,565034,Brachyspira hyodysenteriae,added,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Bacteria,Anaerobic,PATRIC,6,1.1.3.15  1.14.13.208  1.4.3.24  1.11.1.6  1.4.3.2  1.15.1.1,Anaerobe
GCF_000175175,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000175175.1_ASM17517v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000175175.1_ASM17517v1_protein_embedding.h5,596319,Staphylococcus warneri,original tree,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Bacteria,Aerobic,GOLD,17,1.5.3.1  1.14.12.17  1.1.5.4  1.1.3.15  1.14.13.142  1.10.3.10  1.9.3.1  1.8.3.2  1.4.3.19  1.14.99.48  1.14.14.47  1.11.1.6  1.3.3.4  1.13.12.16  1.1.99.18  1.14.13.237  1.15.1.1,Aerobe
GCF_000010345,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000010345.1_ASM1034v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000010345.1_ASM1034v1_protein_embedding.h5,387093,Sulfurovum sp. NBC37-1,added,Proteobacteria,Epsilonproteobacteria,no rank,no rank,Bacteria,Facultative,PATRIC,14,1.5.3.1  1.5.3.7  1.1.5.4  1.10.2.2  1.9.3.1  1.4.3.16  1.8.3.2  1.4.3.19  1.14.13.39  1.4.3.24  1.14.15.21  1.11.1.6  1.1.1.270  1.14.13.9,Facultative
GCF_000195915,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000195915.1_ASM19591v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000195915.1_ASM19591v1_protein_embedding.h5,273075,Thermoplasma acidophilum,original tree,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Archaea,Facultative,GOLD,7,1.5.3.1  1.14.13.208  1.13.11.24  1.13.12.3  1.13.12.4  1.14.14.17  1.15.1.1,Facultative
GCF_000143965,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000143965.1_ASM14396v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000143965.1_ASM14396v1_protein_embedding.h5,644282,Desulfarculus baarsii,added,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Bacteria,Anaerobic,PATRIC,18,1.14.16.4  1.14.16.1  1.10.3.14  1.14.13.101  1.10.2.2  1.14.14.51  1.4.3.16  1.4.3.10  1.14.13.208  1.14.14.52  1.14.99.44  1.11.1.6  1.3.3.4  1.13.12.16  1.3.99.31  1.14.13.237  1.4.3.2  1.14.14.17,Anaerobe
GCF_000195295,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000195295.1_ASM19529v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000195295.1_ASM19529v1_protein_embedding.h5,880072,Desulfobacca acetoxidans,added,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Bacteria,Anaerobic,17440719,15,1.1.5.4  1.14.14.51  1.14.13.24  1.4.3.16  1.14.13.208  1.14.14.52  1.14.99.44  1.11.1.6  1.3.3.4  1.14.13.225  1.13.11.27  1.13.12.16  1.14.13.237  1.4.3.2  1.14.13.7,Anaerobe
GCF_000010125,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000010125.1_ASM1012v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000010125.1_ASM1012v1_protein_embedding.h5,342451,Staphylococcus saprophyticus,original tree,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Bacteria,Aerobic,PATRIC,15,1.14.16.1  1.5.3.1  1.1.5.4  1.10.3.10  1.9.3.1  1.4.3.19  1.14.99.48  1.14.14.47  1.11.1.6  1.3.3.4  1.13.12.16  1.14.13.237  1.13.11.80  1.4.3.2  1.15.1.1,Aerobe
GCF_000007325,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007325.1_ASM732v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007325.1_ASM732v1_protein_embedding.h5,190304,Fusobacterium nucleatum,original tree,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Bacteria,Anaerobic,11832510,5,1.14.14.51  1.4.3.16  1.4.3.19  1.14.14.52  1.14.13.237,Anaerobe
GCF_000007585,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007585.1_ASM758v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007585.1_ASM758v1_protein_embedding.h5,242619,Porphyromonas gingivalis,original tree,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Bacteria,Anaerobic,PATRIC,11,1.14.14.51  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.4.3.24  1.1.99.18  1.14.13.237  1.1.1.170  1.4.3.5  1.15.1.1,Anaerobe
GCF_000384055,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000384055.1_ASM38405v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000384055.1_ASM38405v1_protein_embedding.h5,935546,Mesorhizobium loti,original tree,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Bacteria,Aerobic,PATRIC,60,1.14.16.5  1.13.11.9  1.14.16.1  1.13.11.5  1.13.11.2  1.13.11.3  1.5.3.1  1.14.13.127  1.14.12.17  1.1.3.15  1.10.3.10  1.16.3.1  1.10.3.2  1.13.11.79  1.10.2.2  1.14.14.51  1.13.12.23  1.11.1.21  1.9.3.1  1.14.13.20  1.4.3.16  1.4.3.10  1.14.14.52  1.14.13.114  1.14.13.38  1.2.3.1  1.13.11.11  1.14.14.10  1.14.13.218  1.14.13.81  1.14.14.35  1.11.1.6  1.3.3.4  1.3.3.3  1.13.11.27  1.14.14.5  1.14.13.84  1.1.3.47  1.14.11.27  1.14.13.113  1.13.12.3  1.17.3.2  1.14.13.236  1.14.13.237  1.14.13.234  1.1.3.12  1.13.11.83  1.14.11.33  1.14.13.82  1.4.3.2  1.4.3.5  1.4.3.4  1.14.13.2  1.14.13.9  1.14.11.1  1.7.2.1  1.13.11.39  1.15.1.1  1.5.3.19  1.13.11.37,Aerobe
GCF_000210155,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000210155.1_ASM21015v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000210155.1_ASM21015v1_protein_embedding.h5,663917,Geobacter sulfurreducens,added,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Bacteria,Anaerobic,15066854,16,1.13.11.29  1.1.3.15  1.10.3.2  1.14.14.51  1.9.3.1  1.4.3.16  1.8.3.2  1.4.3.19  1.14.13.208  1.14.14.52  1.14.13.39  1.14.99.44  1.11.1.6  1.3.3.4  1.14.13.237  1.4.3.4,Anaerobe
GCF_000012305,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000012305.1_ASM1230v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000012305.1_ASM1230v1_protein_embedding.h5,259536,Psychrobacter arcticus,original tree,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Bacteria,Aerobic,16738105,25,1.13.11.6  1.5.3.1  1.5.3.7  1.1.3.15  1.16.3.1  1.10.2.2  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.13.39  4.1.1.39  1.13.11.18  1.11.1.6  1.3.3.3  1.13.11.24  1.1.99.18  1.14.13.237  1.6.3.5  1.4.3.2  1.4.3.5  1.4.3.4  1.15.1.1,Aerobe
GCF_000013085,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000013085.1_ASM1308v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000013085.1_ASM1308v1_protein_embedding.h5,269796,Rhodospirillum rubrum,original tree,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Bacteria,Facultative,PATRIC,20,1.5.3.1  1.5.3.7  1.3.99.28  1.16.3.1  1.13.11.79  1.10.2.2  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.13.39  4.1.1.39  1.11.1.6  1.13.11.24  1.14.13.237  1.4.3.2  1.4.3.5  1.14.13.9  1.15.1.1,Facultative
GCF_000006625,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000006625.1_ASM662v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000006625.1_ASM662v1_protein_embedding.h5,273119,Ureaplasma parvum,original tree,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Bacteria,Facultative,PATRIC,3,1.5.3.1  1.14.13.173  1.14.19.49,Facultative
GCF_000009765,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000009765.2_ASM976v2_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000009765.2_ASM976v2_protein_embedding.h5,227882,Streptomyces avermitilis,original tree,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Bacteria,Aerobic,PATRIC,76,1.1.3.6  1.14.13.152  1.13.11.53  1.14.16.5  1.13.11.5  1.14.13.185  1.13.11.2  1.13.11.3  1.5.3.1  1.14.13.127  1.14.12.17  1.1.5.4  1.13.11.29  1.1.3.15  1.1.3.17  1.14.14.1  1.14.14.30  1.13.11.54  1.14.99.29  1.14.13.106  1.14.13.141  1.16.3.1  1.14.18.1  1.4.3.3  1.14.13.171  1.13.11.79  1.10.2.2  1.13.11.72  1.13.12.23  1.14.13.29  1.9.3.1  1.4.3.16  1.4.3.10  1.4.3.19  1.14.15.11  1.14.15.15  1.14.13.209  1.14.13.149  1.14.99.49  1.13.99.1  1.1.3.41  1.2.3.1  1.14.13.151  1.14.14.18  1.5.3.10  1.3.5.6  1.14.14.10  1.14.99.50  1.14.14.35  1.11.1.6  1.14.13.166  1.3.3.6  1.14.21.7  1.14.13.225  1.13.11.27  1.14.14.5  1.14.13.181  1.14.13.182  1.13.11.24  1.7.3.3  1.13.12.4  1.14.13.237  1.13.11.81  1.13.11.83  1.14.11.36  1.14.11.35  1.1.1.270  1.14.13.82  1.4.3.2  1.14.11.55  1.4.3.5  1.4.3.4  1.14.13.9  1.14.13.133  1.15.1.1  1.13.11.31,Aerobe
GCF_000006845,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000006845.1_ASM684v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000006845.1_ASM684v1_protein_embedding.h5,242231,Neisseria gonorrhoeae,original tree,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria,Facultative,PATRIC,14,1.1.5.4  1.1.3.15  1.16.3.1  1.14.18.1  1.10.2.2  1.14.14.51  1.9.3.1  1.4.3.16  1.14.14.52  1.11.1.6  1.14.13.180  1.4.3.2  1.4.3.5  1.7.2.1,Facultative
GCF_000183905,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000183905.1_ASM18390v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000183905.1_ASM18390v1_protein_embedding.h5,702455,Listeria innocua,original tree,Firmicutes,Bacilli,Bacillales,Listeriaceae,Bacteria,Facultative,PATRIC,20,1.13.11.2  1.5.3.1  1.5.3.7  1.10.3.14  1.10.3.10  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.14.18  1.4.3.24  1.11.1.6  1.3.3.4  1.14.13.237  1.3.99.26  1.4.3.2  1.4.3.4  1.14.13.9  1.15.1.1,Facultative
GCF_000007485,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007485.1_ASM748v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007485.1_ASM748v1_protein_embedding.h5,203267,Tropheryma whipplei,original tree,Actinobacteria,Actinobacteria,Micrococcales,no rank,Bacteria,Aerobic,PATRIC,4,1.10.2.2  1.9.3.1  1.14.13.208  1.15.1.1,Aerobe
GCF_000006825,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000006825.1_ASM682v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000006825.1_ASM682v1_protein_embedding.h5,272843,Pasteurella multocida,original tree,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bacteria,Facultative,PATRIC,10,1.10.3.14  1.13.11.79  1.4.3.19  1.13.11.15  1.4.3.24  1.11.1.6  1.13.11.24  1.1.3.46  1.14.14.9  1.15.1.1,Facultative
GCF_000006745,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000006745.1_ASM674v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000006745.1_ASM674v1_protein_embedding.h5,243277,Vibrio cholerae,original tree,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria,Facultative,PATRIC,26,1.14.16.1  1.5.3.1  1.14.12.17  1.1.3.15  1.10.3.14  1.16.3.1  1.14.18.1  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.10  1.4.3.19  1.14.13.208  1.14.14.52  1.11.1.6  1.3.3.4  1.3.3.3  1.13.11.27  1.13.11.24  1.1.99.18  1.14.13.237  1.14.13.232  1.4.3.5  1.15.1.1,Facultative
GCF_000020725,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000020725.1_ASM2072v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000020725.1_ASM2072v1_protein_embedding.h5,404380,Geobacter bemidjiensis,added,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Bacteria,Anaerobic,PATRIC,21,1.5.3.1  1.13.11.29  1.10.3.14  1.16.3.1  1.14.14.51  1.9.3.1  1.4.3.16  1.8.3.2  1.4.3.19  1.14.13.208  1.14.14.52  1.14.13.39  1.13.11.11  1.13.11.19  1.3.3.4  1.14.13.163  1.13.11.24  1.14.13.237  1.6.3.4  1.4.3.4  1.14.13.9,Anaerobe
GCF_000021565,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000021565.1_ASM2156v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000021565.1_ASM2156v1_protein_embedding.h5,123214,Persephonella marina,added,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Bacteria,Anaerobic,PATRIC,14,1.13.11.53  1.14.16.4  1.14.16.1  1.13.11.54  1.14.14.51  1.11.1.21  1.4.3.16  1.4.3.19  1.14.14.52  1.3.3.4  1.14.13.232  1.14.14.17  1.14.13.9  1.7.2.1,Anaerobe
GCF_000195275,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000195275.1_ASM19527v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000195275.1_ASM19527v1_protein_embedding.h5,869209,Treponema succinifaciens,added,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Bacteria,Anaerobic,PATRIC,6,1.1.3.15  1.13.11.54  1.14.14.51  1.14.13.208  1.14.14.52  1.14.13.237,Anaerobe
GCF_000010405,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000010405.1_ASM1040v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000010405.1_ASM1040v1_protein_embedding.h5,412965,Calyptogena okutanii thioautotrophic gill symbiont,added,Proteobacteria,Gammaproteobacteria,no rank,no rank,Bacteria,Anaerobic,PATRIC,12,1.14.13.142  1.10.2.2  1.9.3.1  1.4.3.16  1.4.3.19  4.1.1.39  1.13.11.18  1.3.3.3  1.1.99.18  1.14.13.237  1.4.3.5  1.3.99.30,Anaerobe
GCF_000015285,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000015285.1_ASM1528v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000015285.1_ASM1528v1_protein_embedding.h5,357804,Psychromonas ingrahamii,added,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Bacteria,Facultative,PATRIC,23,1.14.12.17  1.1.3.15  1.10.3.14  1.10.3.11  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.13.149  1.14.11.47  1.3.99.31  1.1.99.18  1.14.13.237  1.6.3.4  1.4.3.5  1.4.3.4  1.14.13.9  1.15.1.1  1.14.19.1,Facultative
GCF_000012585,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000012585.1_ASM1258v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000012585.1_ASM1258v1_protein_embedding.h5,340177,Chlorobium chlorochromatii,original tree,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Bacteria,Anaerobic,PATRIC,13,1.14.19.52  1.13.11.79  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.99.50  1.14.13.237  1.4.3.2  1.15.1.1,Anaerobe
GCF_000195815,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000195815.1_ASM19581v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000195815.1_ASM19581v1_protein_embedding.h5,257309,Corynebacterium diphtheriae,original tree,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Bacteria,Aerobic,PATRIC,17,1.1.3.8  1.1.5.4  1.1.3.15  1.16.3.1  1.10.2.2  1.9.3.1  1.4.3.16  1.4.3.19  1.2.3.1  1.14.14.18  1.11.1.6  1.14.13.225  1.1.99.18  1.13.11.81  1.14.11.33  1.1.1.170  1.15.1.1,Aerobe
GCF_000017725,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000017725.2_ASM1772v2_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000017725.2_ASM1772v2_protein_embedding.h5,360104,Campylobacter concisus,added,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Bacteria,Anaerobic,PATRIC,9,1.1.5.4  1.14.14.1  1.10.3.14  1.4.3.3  1.14.14.51  1.9.3.1  1.4.3.19  1.14.14.52  1.15.1.1,Anaerobe
GCF_000055945,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000055945.1_ASM5594v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000055945.1_ASM5594v1_protein_embedding.h5,363253,Lawsonia intracellularis,added,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bacteria,Anaerobic,PATRIC,8,1.16.3.1  1.14.14.51  1.4.3.16  1.4.3.19  1.14.14.52  1.14.13.39  1.11.1.6  1.15.1.1,Anaerobe
GCF_000046705,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000046705.1_ASM4670v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000046705.1_ASM4670v1_protein_embedding.h5,283166,Bartonella henselae,original tree,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bacteria,Aerobic,PATRIC,6,1.1.3.6  1.10.3.10  1.4.3.19  1.14.13.217  1.4.3.5  1.15.1.1,Aerobe
GCF_000011145,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000011145.1_ASM1114v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000011145.1_ASM1114v1_protein_embedding.h5,272558,Bacillus halodurans,original tree,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria,Facultative,PATRIC,23,1.13.11.2  1.14.12.17  1.1.5.4  1.1.3.13  1.10.3.10  1.14.99.29  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.13.149  1.14.14.18  1.14.14.47  1.11.1.6  1.3.3.4  1.3.3.3  1.13.12.16  1.7.3.3  1.14.13.237  1.14.14.9  1.15.1.1,Facultative
GCF_000024805,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000024805.1_ASM2480v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000024805.1_ASM2480v1_protein_embedding.h5,502025,Haliangium ochraceum,added,Proteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae,Bacteria,Aerobic,PATRIC,46,1.13.11.53  1.13.11.5  1.14.13.185  1.13.11.29  1.1.3.15  1.14.14.1  1.13.11.54  1.16.3.1  1.14.18.1  1.14.13.171  1.13.11.79  1.14.14.51  1.11.1.21  1.9.3.1  1.14.13.23  1.4.3.16  1.8.3.2  1.4.3.19  1.14.13.209  1.14.13.208  1.14.14.52  1.14.13.38  1.2.3.1  4.1.1.39  1.13.11.12  1.14.14.18  1.13.11.11  1.14.15.21  1.14.11.45  1.11.1.6  1.14.11.17  1.3.3.4  1.14.99.46  1.13.11.24  1.3.99.31  1.14.13.234  1.14.15.9  1.14.11.33  1.1.1.270  1.4.3.2  1.4.3.5  1.4.3.4  1.14.13.9  1.3.99.30  1.14.11.2  1.15.1.1,Aerobe
GCF_000252975,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000252975.1_ASM25297v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000252975.1_ASM25297v1_protein_embedding.h5,881621,Listeria ivanovii,original tree,Firmicutes,Bacilli,Bacillales,Listeriaceae,Bacteria,Facultative,PATRIC,18,1.13.11.2  1.10.3.10  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.14.18  1.11.1.6  1.3.3.4  1.14.14.50  1.14.13.237  1.3.99.26  1.4.3.2  1.4.3.4  1.14.13.9  1.15.1.1  1.14.19.1,Facultative
